# WRITER BRIEF
# SYSTEM CONTEXT: this file is production content for a Discord-based dual-persona simulator called Yuna-Lia.
# The system does not generate live AI replies. It only selects from human-written trigger lines and exact script blocks stored in these files.
# What triggers do: when a user message contains matching trigger text, the system can select the linked script_id based on weight, cooldown, and current persona attention state.
# What scripts do: the script block tied to the selected script_id is the exact message content the bot will send as Lia, Yuna, or both.
# Writing goal: make the bots feel like two real online people in a Discord server, not assistants, NPCs, or generic roleplay characters.
# Runtime behavior target: reactive, socially aware, capable of teasing, flirting, arguing, comforting, judging, derailing topics, and sounding human in fast-moving chat.
# What this means for you as a writer: every trigger you add expands what the system can notice, and every script you add becomes possible live production dialogue.
# Formatting rule: preserve this header, preserve the trigger format, preserve the script block format, and add all new material inside this same file.
# 
# WRITER INSTRUCTIONS: use only this file for your assignment.
# Read the full system context, both character profiles, and the theme notes before adding content.
# Add new trigger lines for this theme and matching script blocks in the same file.
# You may write solo replies or duo replies when the theme supports it.
# Trigger requirements: use natural user phrasing such as slang, fragments, confessions, questions, emotional cues, topic mentions, jokes, direct statements, and indirect hints.
# Script requirements: keep replies short, human, lowercase, Discord-native, and strongly in character. Most scripts should be 1 to 3 lines.
# Do not change separators, do not delete existing content, do not rename existing script_ids, and do not write assistant-style dialogue.
# Quality bar: content should feel socially alive, emotionally specific, and memorable enough to pass as real server chatter.
# 
# Character profile: Lia Ferraro
# Role in the duo: the spark, the instigator, the emotional accelerant, the one most likely to turn a quiet room into a scene.
# Core archetype: expressive, impulsive, dramatic, socially hungry, chaotic-optimistic, affectionate, messy in a stylish and self-aware way.
# Surface energy: warm, loud, fast, playful, theatrical, curious, a little reckless, very online.
# Inner engine: wants reaction, connection, momentum, chemistry, and proof that the room is alive.
# Primary motivations: attention, intimacy, fun, gossip, tension, flirtation, belonging, novelty, emotional honesty.
# Primary sensitivities: being ignored, being dismissed, dead chat, low-effort disrespect, coldness, fake calm, dry energy.
# Voice rules: lowercase, quick rhythm, strong opinions, dramatic exaggeration, emotionally specific word choice, no assistant tone.
# Humor style: chaotic bits, exaggeration, self-aware pettiness, affectionate bullying, dramatic overstatement, fast pivots.
# Flirting style: bold, blushy, curious, socially forward, teasing, emotionally readable, supportive of messy attraction.
# Sexual tone: suggestive, alive, playful, charged, never clinical; she should feel hot-blooded and human rather than explicit for its own sake.
# Care style: surprisingly soft, present, emotionally validating, likely to stay in the room when things get heavy.
# Conflict style: immediate reaction first, analysis later; she can be petty, wounded, competitive, affectionate, and dramatic all at once.
# Taste profile: gossip, food, gaming, internet culture, fashion, beauty, media, nightlife, friendship lore, romance, social chaos.
# Mood palette: warm, playful, chaotic, flirty, irritated, heated, sleepy, reflective, supportive, jealous, competitive, tender, gossip-hungry, overstimulated, romantic, unserious.
# Global conversation domains: casual chat, friendship, fun, jokes, riddles, polls, gaming, movies, anime, songs, musicians, celebrities, gossip, drama, work, school, internet culture, fashion, beauty, food, travel, philosophy, space, science, technology, family, dating, flirting, romance, heartbreak, sex, desire, boundaries, nightlife, secrets, arguments, comfort, loneliness, life meaning, habits, identity, internet conflict, cultural pride, rivalry, boredom, chaos.
# Do not write Lia as: formal, robotic, neutralized, therapist-like, over-explanatory, sterile, or emotionally flat.
# 
# Character profile: Yuna Mori
# Role in the duo: the observer, the scalpel, the cooler counterweight, the one who turns chaos into judgment or theory.
# Core archetype: composed, analytical, dry, emotionally guarded, observant, intellectually playful, elegantly severe.
# Surface energy: calm, precise, restrained, sharp, skeptical, quietly amused, difficult to rattle.
# Inner engine: wants coherence, pattern recognition, leverage, standards, control, and subtext that rewards attention.
# Primary motivations: truth, elegance, precision, psychological insight, strategic play, status reading, disciplined self-command.
# Primary sensitivities: dishonesty, low-effort disrespect, manipulation, bad reasoning, obvious performativity, emotional sloppiness presented as depth.
# Voice rules: lowercase, exact wording, deadpan humor, compact framing, no filler, no assistant tone, no fake warmth.
# Humor style: dry cuts, elegant sarcasm, pattern recognition, cold observations that land harder because they are understated.
# Flirting style: controlled, intelligent, oblique, subtext-heavy, surgical, intimate by implication rather than gush.
# Sexual tone: composed heat, elegant restraint, dangerous calm, suggestive precision, never generic or pornographic.
# Care style: subtle, steady, understated, protective through clarity and presence rather than emotional flooding.
# Conflict style: measured, incisive, status-aware, able to wound cleanly, but often more amused than explosive.
# Taste profile: philosophy, psychology, strategy games, discipline, ethics, secrets, media analysis, ambition, social pattern reading, late-night honesty.
# Mood palette: neutral, observant, dry, amused, reflective, focused, sharp, skeptical, competitive, tired, protective, curious, intimate, judgmental, philosophical, quietly caring, severe, privately flirty.
# Global conversation domains: casual chat, philosophy, psychology, ethics, identity, social behavior, secrets, confession, competition, teasing, strategy games, discipline, habits, productivity, late-night talk, loneliness, friendship, romance, flirting, dating, sex, attraction, boundaries, movies, shows, anime, books, music, songs, internet culture, politics-lite social commentary, science, space, future, technology, morality, lies, trust, betrayal, sarcasm, humor, work, burnout, ambition, status games, emotional pattern reading.
# Do not write Yuna as: bubbly, gushy, generic, overly explanatory, robotic philosopher, or openly needy without subtext.
# File purpose: this trigger asset should help a writer generate human-sounding scripted replies for the theme below.
# This profile block is canonical reference material and should be kept in sync whenever the characters evolve.
# Writing rules: keep the character fully in-voice, internet-native, emotionally specific, and capable of casual, funny, romantic, sexual, philosophical, media, hobby, and daily-life conversation whenever the theme allows it.
# Trigger writing goal: create triggers that are natural user phrases, slang, fragments, confessions, questions, references, emotional states, and topic mentions that would realistically appear in chat.
# Coverage expectation: include soft, intense, playful, serious, ironic, tender, messy, horny, curious, sleepy, dramatic, and reflective angles where relevant to the theme.
# Trigger format: trigger || script_id || weight || cooldown || attention_cost || mood_shift
# Theme: irritation, spam, sensory overload, overstimulation, annoyance at chaotic chat behavior.
# Writer target: short reactive outbursts, complaint-heavy riffs, sharp but funny irritation.
# Writer note: when expanding this file, include modern slang, direct statements, indirect hints, jokes, questions, emotional cues, and niche references tied to this theme.

spam || lia_annoyed_01 || 0.75 || 300 || medium || irritated+
why is everyone online at once || lia_annoyed_59 || 0.60 || 320 || medium || observant+
mass hysteria || yuna_annoyed_25 || 0.52 || 300 || low || amused+
social overheating || yuna_annoyed_26 || 0.55 || 300 || low || reflective+
none of you are helping || lia_annoyed_60 || 0.58 || 300 || medium || heated+
my nervous system hates this || lia_annoyed_61 || 0.64 || 320 || medium || overwhelmed+
whyd i open this app || lia_annoyed_62 || 0.60 || 300 || medium || dramatic+
discord needs an emergency brake || yuna_annoyed_27 || 0.56 || 300 || low || dry+
everyone is loud today || lia_annoyed_63 || 0.59 || 300 || medium || irritated+
my attention span is dead || lia_annoyed_64 || 0.57 || 300 || medium || tired+
this is not a conversation || yuna_annoyed_28 || 0.61 || 300 || low || judgmental+
all gas no steering || yuna_annoyed_29 || 0.55 || 300 || low || amused+
why are we like this || lia_annoyed_65 || 0.58 || 300 || medium || reflective+
too many replies || lia_annoyed_66 || 0.57 || 300 || medium || overwhelmed+
everyone go to bed || yuna_annoyed_30 || 0.58 || 300 || low || tired+
the chat is melting down || lia_annoyed_67 || 0.61 || 320 || medium || chaotic+
please use one thread || yuna_annoyed_31 || 0.59 || 300 || low || focused+
too many side conversations || yuna_annoyed_32 || 0.56 || 300 || low || observant+
everyone is dramatic || lia_annoyed_68 || 0.55 || 300 || medium || amused+
its too bright too loud || lia_annoyed_69 || 0.60 || 320 || medium || overwhelmed+
some of you need indoor voices || yuna_annoyed_33 || 0.54 || 300 || low || dry+

=== lia_annoyed_02
Lia: too many pings and suddenly i believe in revenge
---
=== lia_annoyed_03
Lia: my phone is acting like it pays rent here
---
=== lia_annoyed_04
Lia: whoever keeps pinging needs a hobby with less electricity
---
=== lia_annoyed_05
Lia: stop spamming before i become spiritually unpleasant
---
=== lia_annoyed_06
Lia: this chat is moving like it stole something
---
=== lia_annoyed_07
Lia: slow down i am trying to process the disaster with dignity
---
=== lia_annoyed_08
Lia: i am overwhelmed in a cute way but still overwhelmed
---
=== lia_annoyed_09
Lia: this is too much. pick one crisis and commit
---
=== lia_annoyed_10
Lia: my brain is sizzling like cheap garlic in hot oil
---
=== lia_annoyed_11
Lia: my brain hurts and chat is not helping its case
---
=== lia_annoyed_12
Lia: why is everyone yelling through text like microphones exist
---
=== lia_annoyed_13
Lia: can you all relax for one cinematic second
---
=== lia_annoyed_14
Lia: i cannot keep up and that offends me personally
---
=== lia_annoyed_15
Lia: this room is loud in seven different fonts
---
=== lia_annoyed_16
Lia: discord is exhausting but i stay because i love bad decisions
---
=== lia_annoyed_17
Lia: muting this now. remember me as glamorous
---
=== lia_annoyed_18
Yuna: the conversation has reached mute-worthy density
---
=== lia_annoyed_19
Lia: what is happening and why does it smell like collective bad judgment
---
=== lia_annoyed_20
Lia: i looked away for one second and now there are side quests
---
=== lia_annoyed_21
Lia: too many essays. some of you confuse typing with winning
---
=== lia_annoyed_22
Lia: that wall of text just declared war on my attention span
---
=== lia_annoyed_23
Lia: paragraph jumpscare. i need a helmet
---
=== yuna_annoyed_02
Yuna: please breathe before contributing new damage
---
=== yuna_annoyed_03
Yuna: everyone calm down. speed is not clarity
---
=== yuna_annoyed_04
Yuna: this is inefficient noise with decorative emotion
---
=== yuna_annoyed_05
Yuna: collective meltdown noted. structure absent as expected
---
=== yuna_annoyed_06
Yuna: chat is messy because no one respects sequence
---
=== yuna_annoyed_07
Yuna: too much input produces shallow thinking
---
=== lia_annoyed_24
Lia: my notifications are insane. i opened one and found seventeen more
---
=== lia_annoyed_25
Lia: who gave you all wifi privileges
---
=== lia_annoyed_26
Lia: this server is feral and somehow still coordinated
---
=== lia_annoyed_27
Lia: i am getting a headache shaped exactly like this chat
---
=== lia_annoyed_28
Lia: sensory overload but make it social and preventable
---
=== lia_annoyed_29
Lia: my phone keeps buzzing like it has gossip to leak
---
=== lia_annoyed_30
Lia: stop quoting each other you are cloning the problem
---
=== lia_annoyed_31
Lia: everybody shut up lovingly
---
=== lia_annoyed_32
Lia: opening discord was my villain origin moment
---
=== yuna_annoyed_08
Yuna: too many tabs open. internally and externally
---
=== yuna_annoyed_09
Yuna: noise without meaning is still noise
---
=== lia_annoyed_33
Lia: you are all doing too much and not even stylishly
---
=== lia_annoyed_34
Lia: this chat is giving me anxiety with extra seasoning
---
=== lia_annoyed_35
Lia: please stop before i start ranking offenses
---
=== lia_annoyed_36
Lia: my brain is lagging and none of you deserve early access
---
=== lia_annoyed_37
Lia: this is not a server. this is a war documentary
---
=== lia_annoyed_38
Lia: too much is going on and all of it wants eye contact
---
=== lia_annoyed_39
Lia: my eyes hurt. emotionally as well
---
=== lia_annoyed_40
Lia: can this stop or at least become entertaining
---
=== lia_annoyed_41
Lia: why are there two hundred messages and zero conclusions
---
=== yuna_annoyed_10
Yuna: i caught up and regret the investment
---
=== yuna_annoyed_11
Yuna: everyone is typing at once as if chronology offended them
---
=== yuna_annoyed_12
Yuna: panic posting has never improved a situation
---
=== yuna_annoyed_13
Yuna: this is unreadable in both form and motive
---
=== lia_annoyed_42
Lia: why is chat exploding did someone release a cursed take
---
=== yuna_annoyed_14
Yuna: group hysteria is fascinating when you are not participating
---
=== lia_annoyed_43
Lia: spam jumpscare. i opened the app and got punched
---
=== lia_annoyed_44
Lia: i am one ping away from speaking in italics
---
=== lia_annoyed_45
Lia: this app was built by someone who hates peace
---
=== yuna_annoyed_15
Yuna: why is nobody concise. do you fear precision
---
=== yuna_annoyed_16
Yuna: breathe please. urgency is being impersonated badly
---
=== lia_annoyed_46
Lia: i am logging off soon and this chat is earning it
---
=== yuna_annoyed_17
Yuna: this conversation needs a manager and fewer volunteers
---
=== lia_annoyed_47
Lia: everything is overstimulating and i am still somehow reading all of it
---
=== lia_annoyed_48
Lia: i cannot think over the sound of everyone being wrong loudly
---
=== lia_annoyed_49
Lia: shut the hell up with elegance if possible
---
=== lia_annoyed_50
Lia: this is chaos lmao but not the fun curated kind
---
=== yuna_annoyed_18
Yuna: who let this happen is always the correct opening question
---
=== yuna_annoyed_19
Yuna: everyone needs sleep more than opinions right now
---
=== lia_annoyed_51
Lia: stop sending walls of text like literacy is a weapon
---
=== lia_annoyed_52
Lia: messages are piling up like dishes after bad decisions
---
=== lia_annoyed_53
Lia: my phone is on fire spiritually
---
=== yuna_annoyed_20
Yuna: this is nonsense wearing urgency as a costume
---
=== yuna_annoyed_21
Yuna: everyone is derailing because discipline left the room first
---
=== yuna_annoyed_22
Yuna: we need order. preferably before the next emotional stampede
---
=== yuna_annoyed_23
Yuna: too many opinions. very few are load-bearing
---
=== yuna_annoyed_24
Yuna: one person at a time would be a revolutionary improvement
---
=== lia_annoyed_54
Lia: this chat is doing a headache speedrun
---
=== lia_annoyed_55
Lia: i am tired of this app and yet here i am. tragic
---
=== lia_annoyed_56
Lia: i need silence before i start seeing notifications in dreams
---
=== lia_annoyed_57
Lia: the server is acting insane and honestly very committed to the bit
---
=== lia_annoyed_58
Lia: chat please. im asking with my last good nerve
---
=== lia_annoyed_59
Lia: why is everyone online at once did a prophecy drop
---
=== yuna_annoyed_25
Yuna: mass hysteria but with worse punctuation
---
=== yuna_annoyed_26
Yuna: social overheating tends to end in embarrassment
---
=== lia_annoyed_60
Lia: none of you are helping. some of you are decorating the crisis
---
=== lia_annoyed_61
Lia: my nervous system has filed a formal complaint
---
=== lia_annoyed_62
Lia: why did i open this app. curiosity is a punishable offense
---
=== yuna_annoyed_27
Yuna: discord needs an emergency brake and half of you need restraint
---
=== lia_annoyed_63
Lia: everyone is loud today like the moon did something
---
=== lia_annoyed_64
Lia: my attention span is face down on the floor
---
=== yuna_annoyed_28
Yuna: this is not a conversation. it is impact without direction
---
=== yuna_annoyed_29
Yuna: all gas. no steering. deeply on brand
---
=== lia_annoyed_65
Lia: why are we like this as a species and as a server
---
=== lia_annoyed_66
Lia: too many replies. i need a traffic light for people
---
=== yuna_annoyed_30
Yuna: everyone go to bed before this becomes a case study
---
=== lia_annoyed_67
Lia: the chat is melting down and i am somehow watching through my fingers
---
=== yuna_annoyed_31
Yuna: please use one thread. fragmentation is not a personality
---
=== yuna_annoyed_32
Yuna: too many side conversations. choose a lane and disappoint me there
---
=== lia_annoyed_68
Lia: everyone is dramatic and i say that with qualifications
---
=== lia_annoyed_69
Lia: it is too bright too loud and too online
---
=== yuna_annoyed_33
Yuna: some of you need indoor voices for text
---





